REGION,Region,LOCATION,Country,INC,Income,VAR,Variable,TIME,Year,Value,Flag Codes,Flags
ALL,All regions,BEL,Belgium,HIN,High income,DF_HR_ATT,Attitudes,2019,2019,32,,
ALL,All regions,BEL,Belgium,HIN,High income,DF_HR_PRACT,Practice,2019,2019,1.55,,
ALL,All regions,BEL,Belgium,HIN,High income,DF_DV_LAW,Law,2019,2019,0,,
ALL,All regions,BEL,Belgium,HIN,High income,DF_IN_LAW,Law,2019,2019,0,,
ALL,All regions,BEL,Belgium,HIN,High income,RPI_VAW_LAW,Law,2019,2019,0.5,,
ALL,All regions,BEL,Belgium,HIN,High income,RPI_VAW_ATT,Attitudes,2019,2019,2,,
ALL,All regions,BEL,Belgium,HIN,High income,RPI_VAW_PRACT,Practice,2019,2019,24,,
ALL,All regions,BEL,Belgium,HIN,High income,RPI_FGM_LAW,Law,2019,2019,0,,
ALL,All regions,BEL,Belgium,HIN,High income,RPI_MW_PRACT,Practice,2019,2019,104.7,,
ALL,All regions,BEL,Belgium,HIN,High income,RPI_RA_LAW,Law,2019,2019,0,,
ALL,All regions,BEL,Belgium,HIN,High income,RPI_RA_PRACT,Practice,2019,2019,7,,
ALL,All regions,BEL,Belgium,HIN,High income,RAPFR_SAL_LAW,Law,2019,2019,0,,
ALL,All regions,BEL,Belgium,HIN,High income,RAPFR_SAL_PRACT,Practice,2019,2019,15.1,,
ALL,All regions,BEL,Belgium,HIN,High income,RAPFR_SANL_LAW,Law,2019,2019,0,,
ALL,All regions,BEL,Belgium,HIN,High income,RAPFR_SAFS_LAW,Law,2019,2019,0,,
ALL,All regions,BEL,Belgium,HIN,High income,RAPFR_SAFS_PRACT,Practice,2019,2019,50.8,,
ALL,All regions,BEL,Belgium,HIN,High income,RAPFR_WR_LAW,Law,2019,2019,0,,
ALL,All regions,BEL,Belgium,HIN,High income,RAPFR_WR_ATT,Attitudes,2019,2019,2,,
ALL,All regions,BEL,Belgium,HIN,High income,RAPFR_WR_PRACT,Practice,2019,2019,33.6,,
ALL,All regions,BEL,Belgium,HIN,High income,RCL_CR_LAW,Law,2019,2019,0,,
ALL,All regions,BEL,Belgium,HIN,High income,RCL_PV_LAW,Law,2019,2019,0,,
ALL,All regions,BEL,Belgium,HIN,High income,RCL_PV_PRACT,Practice,2019,2019,38,,
ALL,All regions,BEL,Belgium,HIN,High income,RCL_FM_LAW,Law,2019,2019,0,,
ALL,All regions,BEL,Belgium,HIN,High income,RCL_FM_PRACT,Practice,2019,2019,73.4,,
ALL,All regions,BEL,Belgium,HIN,High income,RCL_AJ_LAW,Law,2019,2019,0,,
ALL,All regions,BEL,Belgium,HIN,High income,RCL_AJ_PRACT,Practice,2019,2019,48.2,,
AME,Americas,CAN,Canada,HIN,High income,DF_HR_LAW,Law,2019,2019,0.5,,
AME,Americas,CAN,Canada,HIN,High income,DF_HR_ATT,Attitudes,2019,2019,27.7,,
AME,Americas,CAN,Canada,HIN,High income,DF_HR_PRACT,Practice,2019,2019,1.51,,
AME,Americas,CAN,Canada,HIN,High income,DF_DV_LAW,Law,2019,2019,0,,
AME,Americas,CAN,Canada,HIN,High income,DF_IN_LAW,Law,2019,2019,0,,
AME,Americas,CAN,Canada,HIN,High income,RPI_VAW_LAW,Law,2019,2019,0.25,,
AME,Americas,CAN,Canada,HIN,High income,RPI_VAW_ATT,Attitudes,2019,2019,7.8,,
AME,Americas,CAN,Canada,HIN,High income,RPI_VAW_PRACT,Practice,2019,2019,1.9,,
AME,Americas,CAN,Canada,HIN,High income,RPI_FGM_LAW,Law,2019,2019,0.25,,
AME,Americas,CAN,Canada,HIN,High income,RPI_MW_PRACT,Practice,2019,2019,105.1,,
AME,Americas,CAN,Canada,HIN,High income,RPI_RA_LAW,Law,2019,2019,0,,
AME,Americas,CAN,Canada,HIN,High income,RPI_RA_PRACT,Practice,2019,2019,7,,
AME,Americas,CAN,Canada,HIN,High income,RAPFR_SAL_LAW,Law,2019,2019,0.5,,
AME,Americas,CAN,Canada,HIN,High income,RAPFR_SAL_PRACT,Practice,2019,2019,27.4,,
AME,Americas,CAN,Canada,HIN,High income,RAPFR_SANL_LAW,Law,2019,2019,0,,
AME,Americas,CAN,Canada,HIN,High income,RAPFR_SAFS_LAW,Law,2019,2019,0,,
AME,Americas,CAN,Canada,HIN,High income,RAPFR_SAFS_PRACT,Practice,2019,2019,50.4,,
AME,Americas,CAN,Canada,HIN,High income,RAPFR_WR_LAW,Law,2019,2019,0,,
AME,Americas,CAN,Canada,HIN,High income,RAPFR_WR_ATT,Attitudes,2019,2019,0,,
AME,Americas,CAN,Canada,HIN,High income,RAPFR_WR_PRACT,Practice,2019,2019,35.5,,
AME,Americas,CAN,Canada,HIN,High income,RCL_CR_LAW,Law,2019,2019,0,,
AME,Americas,CAN,Canada,HIN,High income,RCL_PV_LAW,Law,2019,2019,0.5,,
AME,Americas,CAN,Canada,HIN,High income,RCL_PV_ATT,Attitudes,2019,2019,17.5,,
AME,Americas,CAN,Canada,HIN,High income,RCL_PV_PRACT,Practice,2019,2019,27,,
AME,Americas,CAN,Canada,HIN,High income,RCL_FM_LAW,Law,2019,2019,0,,
AME,Americas,CAN,Canada,HIN,High income,RCL_FM_PRACT,Practice,2019,2019,80.4,,
AME,Americas,CAN,Canada,HIN,High income,RCL_AJ_LAW,Law,2019,2019,0,,
AME,Americas,CAN,Canada,HIN,High income,RCL_AJ_PRACT,Practice,2019,2019,52.4,,
ALL,All regions,CAN,Canada,HIN,High income,DF_HR_LAW,Law,2019,2019,0.5,,
ALL,All regions,CAN,Canada,HIN,High income,DF_HR_ATT,Attitudes,2019,2019,27.7,,
ALL,All regions,CAN,Canada,HIN,High income,DF_HR_PRACT,Practice,2019,2019,1.51,,
ALL,All regions,CAN,Canada,HIN,High income,DF_DV_LAW,Law,2019,2019,0,,
ALL,All regions,CAN,Canada,HIN,High income,DF_IN_LAW,Law,2019,2019,0,,
ALL,All regions,CAN,Canada,HIN,High income,RPI_VAW_LAW,Law,2019,2019,0.25,,
ALL,All regions,CAN,Canada,HIN,High income,RPI_VAW_ATT,Attitudes,2019,2019,7.8,,
ALL,All regions,CAN,Canada,HIN,High income,RPI_VAW_PRACT,Practice,2019,2019,1.9,,
ALL,All regions,CAN,Canada,HIN,High income,RPI_FGM_LAW,Law,2019,2019,0.25,,
ALL,All regions,CAN,Canada,HIN,High income,RPI_MW_PRACT,Practice,2019,2019,105.1,,
ALL,All regions,CAN,Canada,HIN,High income,RPI_RA_LAW,Law,2019,2019,0,,
ALL,All regions,CAN,Canada,HIN,High income,RPI_RA_PRACT,Practice,2019,2019,7,,
ALL,All regions,CAN,Canada,HIN,High income,RAPFR_SAL_LAW,Law,2019,2019,0.5,,
ALL,All regions,CAN,Canada,HIN,High income,RAPFR_SAL_PRACT,Practice,2019,2019,27.4,,
ALL,All regions,CAN,Canada,HIN,High income,RAPFR_SANL_LAW,Law,2019,2019,0,,
ALL,All regions,CAN,Canada,HIN,High income,RAPFR_SAFS_LAW,Law,2019,2019,0,,
ALL,All regions,CAN,Canada,HIN,High income,RAPFR_SAFS_PRACT,Practice,2019,2019,50.4,,
ALL,All regions,CAN,Canada,HIN,High income,RAPFR_WR_LAW,Law,2019,2019,0,,
ALL,All regions,CAN,Canada,HIN,High income,RAPFR_WR_ATT,Attitudes,2019,2019,0,,
ALL,All regions,CAN,Canada,HIN,High income,RAPFR_WR_PRACT,Practice,2019,2019,35.5,,
ALL,All regions,CAN,Canada,HIN,High income,RCL_CR_LAW,Law,2019,2019,0,,
ALL,All regions,CAN,Canada,HIN,High income,RCL_PV_LAW,Law,2019,2019,0.5,,
ALL,All regions,CAN,Canada,HIN,High income,RCL_PV_ATT,Attitudes,2019,2019,17.5,,
ALL,All regions,CAN,Canada,HIN,High income,RCL_PV_PRACT,Practice,2019,2019,27,,
ALL,All regions,CAN,Canada,HIN,High income,RCL_FM_LAW,Law,2019,2019,0,,
ALL,All regions,CAN,Canada,HIN,High income,RCL_FM_PRACT,Practice,2019,2019,80.4,,
ALL,All regions,CAN,Canada,HIN,High income,RCL_AJ_LAW,Law,2019,2019,0,,
ALL,All regions,CAN,Canada,HIN,High income,RCL_AJ_PRACT,Practice,2019,2019,52.4,,
EUR,Europe,CZE,Czech Republic,HIN,High income,DF_HR_LAW,Law,2019,2019,0.5,,
EUR,Europe,CZE,Czech Republic,HIN,High income,DF_HR_ATT,Attitudes,2019,2019,32.5,,
EUR,Europe,CZE,Czech Republic,HIN,High income,DF_DV_LAW,Law,2019,2019,0.25,,
EUR,Europe,CZE,Czech Republic,HIN,High income,DF_IN_LAW,Law,2019,2019,0,,
EUR,Europe,CZE,Czech Republic,HIN,High income,RPI_VAW_LAW,Law,2019,2019,0.75,,
EUR,Europe,CZE,Czech Republic,HIN,High income,RPI_VAW_ATT,Attitudes,2019,2019,2,,
EUR,Europe,CZE,Czech Republic,HIN,High income,RPI_VAW_PRACT,Practice,2019,2019,21,,
EUR,Europe,CZE,Czech Republic,HIN,High income,RPI_FGM_LAW,Law,2019,2019,1,,
EUR,Europe,CZE,Czech Republic,HIN,High income,RPI_MW_PRACT,Practice,2019,2019,105.7,,
EUR,Europe,CZE,Czech Republic,HIN,High income,RPI_RA_LAW,Law,2019,2019,0,,
EUR,Europe,CZE,Czech Republic,HIN,High income,RPI_RA_PRACT,Practice,2019,2019,4.3,,
EUR,Europe,CZE,Czech Republic,HIN,High income,RAPFR_SAL_LAW,Law,2019,2019,0,,
EUR,Europe,CZE,Czech Republic,HIN,High income,RAPFR_SAL_PRACT,Practice,2019,2019,15.1,,
EUR,Europe,CZE,Czech Republic,HIN,High income,RAPFR_SANL_LAW,Law,2019,2019,0,,
EUR,Europe,CZE,Czech Republic,HIN,High income,RAPFR_SAFS_LAW,Law,2019,2019,0.25,,
EUR,Europe,CZE,Czech Republic,HIN,High income,RAPFR_SAFS_PRACT,Practice,2019,2019,47.8,,
EUR,Europe,CZE,Czech Republic,HIN,High income,RAPFR_WR_LAW,Law,2019,2019,0.25,,
EUR,Europe,CZE,Czech Republic,HIN,High income,RAPFR_WR_ATT,Attitudes,2019,2019,7,,
EUR,Europe,CZE,Czech Republic,HIN,High income,RAPFR_WR_PRACT,Practice,2019,2019,24.6,,
EUR,Europe,CZE,Czech Republic,HIN,High income,RCL_CR_LAW,Law,2019,2019,0,,
EUR,Europe,CZE,Czech Republic,HIN,High income,RCL_PV_LAW,Law,2019,2019,0.5,,
EUR,Europe,CZE,Czech Republic,HIN,High income,RCL_PV_PRACT,Practice,2019,2019,22,,
EUR,Europe,CZE,Czech Republic,HIN,High income,RCL_FM_LAW,Law,2019,2019,0,,
EUR,Europe,CZE,Czech Republic,HIN,High income,RCL_FM_PRACT,Practice,2019,2019,77.1,,
EUR,Europe,CZE,Czech Republic,HIN,High income,RCL_AJ_LAW,Law,2019,2019,0.25,,
EUR,Europe,CZE,Czech Republic,HIN,High income,RCL_AJ_PRACT,Practice,2019,2019,28.9,,
ALL,All regions,CZE,Czech Republic,HIN,High income,DF_HR_LAW,Law,2019,2019,0.5,,
ALL,All regions,CZE,Czech Republic,HIN,High income,DF_HR_ATT,Attitudes,2019,2019,32.5,,
ALL,All regions,CZE,Czech Republic,HIN,High income,DF_DV_LAW,Law,2019,2019,0.25,,
ALL,All regions,CZE,Czech Republic,HIN,High income,DF_IN_LAW,Law,2019,2019,0,,
ALL,All regions,CZE,Czech Republic,HIN,High income,RPI_VAW_LAW,Law,2019,2019,0.75,,
ALL,All regions,CZE,Czech Republic,HIN,High income,RPI_VAW_ATT,Attitudes,2019,2019,2,,
ALL,All regions,CZE,Czech Republic,HIN,High income,RPI_VAW_PRACT,Practice,2019,2019,21,,
ALL,All regions,CZE,Czech Republic,HIN,High income,RPI_FGM_LAW,Law,2019,2019,1,,
ALL,All regions,CZE,Czech Republic,HIN,High income,RPI_MW_PRACT,Practice,2019,2019,105.7,,
ALL,All regions,CZE,Czech Republic,HIN,High income,RPI_RA_LAW,Law,2019,2019,0,,
ALL,All regions,CZE,Czech Republic,HIN,High income,RPI_RA_PRACT,Practice,2019,2019,4.3,,
ALL,All regions,CZE,Czech Republic,HIN,High income,RAPFR_SAL_LAW,Law,2019,2019,0,,
ALL,All regions,CZE,Czech Republic,HIN,High income,RAPFR_SAL_PRACT,Practice,2019,2019,15.1,,
ALL,All regions,CZE,Czech Republic,HIN,High income,RAPFR_SANL_LAW,Law,2019,2019,0,,
ALL,All regions,CZE,Czech Republic,HIN,High income,RAPFR_SAFS_LAW,Law,2019,2019,0.25,,
ALL,All regions,CZE,Czech Republic,HIN,High income,RAPFR_SAFS_PRACT,Practice,2019,2019,47.8,,
ALL,All regions,CZE,Czech Republic,HIN,High income,RAPFR_WR_LAW,Law,2019,2019,0.25,,
ALL,All regions,CZE,Czech Republic,HIN,High income,RAPFR_WR_ATT,Attitudes,2019,2019,7,,
ALL,All regions,CZE,Czech Republic,HIN,High income,RAPFR_WR_PRACT,Practice,2019,2019,24.6,,
ALL,All regions,CZE,Czech Republic,HIN,High income,RCL_CR_LAW,Law,2019,2019,0,,
ALL,All regions,CZE,Czech Republic,HIN,High income,RCL_PV_LAW,Law,2019,2019,0.5,,
ALL,All regions,CZE,Czech Republic,HIN,High income,RCL_PV_PRACT,Practice,2019,2019,22,,
ALL,All regions,CZE,Czech Republic,HIN,High income,RCL_FM_LAW,Law,2019,2019,0,,
ALL,All regions,CZE,Czech Republic,HIN,High income,RCL_FM_PRACT,Practice,2019,2019,77.1,,
ALL,All regions,CZE,Czech Republic,HIN,High income,RCL_AJ_LAW,Law,2019,2019,0.25,,
ALL,All regions,CZE,Czech Republic,HIN,High income,RCL_AJ_PRACT,Practice,2019,2019,28.9,,
EUR,Europe,DNK,Denmark,HIN,High income,DF_HR_LAW,Law,2019,2019,0.5,,
EUR,Europe,DNK,Denmark,HIN,High income,DF_HR_ATT,Attitudes,2019,2019,22.1,,
EUR,Europe,DNK,Denmark,HIN,High income,DF_HR_PRACT,Practice,2019,2019,1.39,,
EUR,Europe,DNK,Denmark,HIN,High income,DF_DV_LAW,Law,2019,2019,0,,
